	ID	building type	latitudes	longitudes
0	relation/1799692	yes	43.0697982	-89.4114874
1	relation/2071317	university	43.0708731	-89.4065944
2	relation/2075103	university	43.0735612	-89.4003708
3	relation/2649615	school	43.069134	-89.4265374
4	relation/3979952	university	43.0744091	-89.4254336
5	relation/8067560	apartments	43.0687464	-89.4143872
6	relation/12287334	yes	43.0757265	-89.4346436
7	way/28767743	yes	43.0737269	-89.3972958
8	way/37225867	university	43.0768548	-89.4005144
9	way/37256547	university	43.0764111	-89.4262417
10	way/37256548	apartments	43.0725154	-89.4223482
11	way/37256550	yes	43.0731696	-89.4176629
12	way/37256551	yes	43.0732796	-89.4167334
13	way/37257115	university	43.0716957	-89.4088338
14	way/37516017	university	43.0749847	-89.4147438
15	way/37516020	university	43.0754976	-89.4142826
16	way/37516021	yes	43.076302	-89.4137753
17	way/37516023	university	43.0743887	-89.4123124
18	way/37550631	dormitory	43.0781679	-89.4157668
19	way/37550632	dormitory	43.0777162	-89.4151414
20	way/37550804	university	43.0762135	-89.4160881
21	way/37550805	university	43.0762551	-89.4155563
22	way/37550807	university	43.0758177	-89.4152712
23	way/37550815	university	43.076313	-89.4130881
24	way/37691885	university	43.0756555	-89.4182458
25	way/37691887	university	43.0761629	-89.4177546
26	way/37691896	university	43.0761822	-89.4221006
27	way/37722267	university	43.0758038	-89.4163748
28	way/37723611	university	43.0757069	-89.4009736
29	way/37723613	university	43.0757901	-89.4016999
30	way/37727228	university	43.075281	-89.4068564
31	way/37748614	yes	43.0761188	-89.4245922
32	way/37749296	university	43.0764467	-89.4051607
33	way/37749299	university	43.0770522	-89.4023033
34	way/37749302	university	43.0771286	-89.4027699
35	way/37751417	university	43.0761139	-89.4091027
36	way/37751511	dormitory	43.0767375	-89.4073027
37	way/37751913	university	43.0755419	-89.4030386
38	way/37751914	university	43.07554	-89.4026282
39	way/37804098	university	43.0765493	-89.3982059
40	way/37804099	university	43.0756758	-89.3996525
41	way/37862319	dormitory	43.0783077	-89.4155742
42	way/37862320	dormitory	43.0779841	-89.4154622
43	way/37862321	dormitory	43.0779224	-89.4161024
44	way/37862322	dormitory	43.0788082	-89.4180505
45	way/37862323	university	43.0790802	-89.4187424
46	way/37902549	dormitory	43.0780684	-89.4149058
47	way/37965202	yes	43.077101	-89.4130347
48	way/37965212	dormitory	43.0769694	-89.4120503
49	way/37965574	university	43.0759643	-89.3978526
50	way/37966230	university	43.0755563	-89.4039759
51	way/37970663	dormitory	43.0774002	-89.415401
52	way/37970664	dormitory	43.0780424	-89.4132402
53	way/37970665	dormitory	43.0784848	-89.4129426
54	way/37970666	dormitory	43.0782167	-89.4130301
55	way/38019750	university	43.0752867	-89.418283
56	way/38019751	yes	43.0753408	-89.4211527
57	way/38060693	dormitory	43.0776592	-89.4130315
58	way/38060694	dormitory	43.077775	-89.4131195
59	way/38060695	dormitory	43.0780663	-89.41382
60	way/38064535	yes	43.0800499	-89.4310147
61	way/38064536	yes	43.0793055	-89.4284792
62	way/38226215	dormitory	43.0779865	-89.4142756
63	way/38263360	university	43.0748283	-89.4164478
64	way/38311314	university	43.0741878	-89.4214651
65	way/38311318	university	43.0753615	-89.4223266
66	way/38311319	university	43.0754029	-89.4229191
67	way/38311386	yes	43.0742277	-89.4239186
68	way/38311387	yes	43.0750139	-89.4247112
69	way/38311389	yes	43.0751051	-89.4225421
70	way/38311390	yes	43.074911	-89.4223005
71	way/38311391	yes	43.0746836	-89.4225976
72	way/38342300	yes	43.0735258	-89.427788
73	way/38342302	yes	43.0742313	-89.4283596
74	way/38342304	yes	43.073876	-89.426945
75	way/38342306	yes	43.0743066	-89.4264999
76	way/38342307	yes	43.0740856	-89.426559
77	way/38342308	yes	43.0754778	-89.4261519
78	way/38342311	yes	43.0753011	-89.4274171
79	way/38342312	yes	43.0759484	-89.427407
80	way/38342360	yes	43.0766896	-89.4285076
81	way/38342361	yes	43.0756495	-89.427521
82	way/38855393	university	43.0748388	-89.4020617
83	way/38855394	university	43.0745232	-89.4032037
84	way/38855396	university	43.0749497	-89.4047458
85	way/38855397	university	43.075241	-89.4051356
86	way/38855398	university	43.0758218	-89.4077631
87	way/38855410	university	43.0744932	-89.4072776
88	way/38855411	university	43.074696	-89.4070026
89	way/38855412	university	43.0749062	-89.4079348
90	way/38855842	university	43.074572	-89.4087204
91	way/38855843	university	43.0749856	-89.4100179
92	way/38855860	university	43.0757535	-89.4125116
93	way/38856035	university	43.0749615	-89.412962
94	way/38856040	university	43.0749822	-89.4116718
95	way/38856041	university	43.0749822	-89.4116718
96	way/38856044	university	43.0749799	-89.4109686
97	way/38856046	university	43.0749914	-89.410559
98	way/38953056	university	43.0760608	-89.4116856
99	way/38953057	university	43.0761133	-89.4113954
100	way/38953058	university	43.0764042	-89.4116884
101	way/38953059	university	43.0766086	-89.4115148
102	way/38953060	university	43.0764259	-89.4110729
103	way/38953095	university	43.0762878	-89.4077227
104	way/38953112	yes	43.0773016	-89.4113154
105	way/39015616	university	43.0745277	-89.4086583
106	way/39015618	university	43.0744836	-89.4094451
107	way/39015620	university	43.0737569	-89.4097774
108	way/39015623	university	43.0743468	-89.406479
109	way/39015624	university	43.0740633	-89.4081319
110	way/39015632	university	43.0742006	-89.4077625
111	way/39201158	university	43.0748994	-89.4059535
112	way/39201159	university	43.0742812	-89.4057447
113	way/39201161	university	43.0738007	-89.4034796
114	way/39201162	dormitory	43.0738928	-89.4023765
115	way/39201163	university	43.0746978	-89.4016545
116	way/39201164	dormitory	43.0740637	-89.4010822
117	way/39201168	university	43.074949	-89.4031656
118	way/56997833	yes	43.0721499	-89.4127248
119	way/56997834	university	43.0723871	-89.4093564
120	way/56997835	university	43.0725127	-89.4120207
121	way/56997836	university	43.0730739	-89.4137381
122	way/56997837	university	43.0724766	-89.4117186
123	way/56997838	university	43.072121	-89.4112652
124	way/58675200	yes	43.0710232	-89.4119329
125	way/58675201	yes	43.0705803	-89.4105189
126	way/60320800	university	43.0731482	-89.4116766
127	way/101606146	university	43.0750547	-89.3984754
128	way/101606148	commercial	43.0748208	-89.3981617
129	way/101606150	university	43.0743715	-89.3980801
130	way/101606158	university	43.073668	-89.399659
131	way/102201656	dormitory	43.0707137	-89.4017693
132	way/102201663	apartments	43.0708318	-89.4030592
133	way/102234778	office	43.0685832	-89.399981
134	way/102234786	commercial	43.0681014	-89.4007039
135	way/102239119	dormitory	43.0685727	-89.4002952
136	way/102376944	apartments	43.0736803	-89.3973119
137	way/102377604	apartments	43.0748176	-89.39726
138	way/102738524	apartments	43.070409	-89.4087194
139	way/102738525	apartments	43.0704335	-89.4085817
140	way/102738526	yes	43.0705078	-89.408037
141	way/102738528	apartments	43.0704194	-89.4087626
142	way/102738529	apartments	43.0706172	-89.4088655
143	way/102738531	apartments	43.0703057	-89.4088011
144	way/102738532	apartments	43.0707547	-89.4088212
145	way/102738533	apartments	43.0707472	-89.4080367
146	way/102738534	apartments	43.0706136	-89.4082428
147	way/102873969	yes	43.0750954	-89.4356575
148	way/102878290	yes	43.0701918	-89.4079127
149	way/102878291	yes	43.0697563	-89.4077439
150	way/102878292	yes	43.0697685	-89.4080453
151	way/102878294	apartments	43.0704193	-89.4083075
152	way/102878297	yes	43.0701836	-89.4081542
153	way/102878298	apartments	43.0699889	-89.4084602
154	way/102878299	apartments	43.0706879	-89.4078257
155	way/102878301	apartments	43.0704477	-89.4077137
156	way/102878303	apartments	43.0698596	-89.4088633
157	way/102878304	yes	43.0699623	-89.4077431
158	way/102878305	yes	43.0701654	-89.4081871
159	way/102878307	yes	43.0702323	-89.4076628
160	way/102878308	apartments	43.070342	-89.407997
161	way/102878309	yes	43.0701416	-89.4077511
162	way/102878310	apartments	43.0705795	-89.407713
163	way/102878311	apartments	43.0699234	-89.4088663
164	way/102878312	apartments	43.070337	-89.4077372
165	way/102878313	apartments	43.0708753	-89.407729
166	way/102878314	yes	43.0697741	-89.4082167
167	way/103242253	yes	43.0725029	-89.3972781
168	way/103321350	yes	43.0684757	-89.4114067
169	way/103321352	yes	43.0692817	-89.4101212
170	way/103321356	yes	43.0687779	-89.4100518
171	way/106318581	apartments	43.0692583	-89.4084267
172	way/107463295	yes	43.078173	-89.4336448
173	way/107463303	hospital	43.0772212	-89.4330645
174	way/107463308	yes	43.0735519	-89.4294364
175	way/107463313	university	43.0787828	-89.427267
176	way/107463323	university	43.077516	-89.431064
177	way/107463325	yes	43.0736616	-89.4293921
178	way/107499603	apartments	43.0721015	-89.4269943
179	way/107584430	dormitory	43.070799	-89.3997881
180	way/108038610	retail	43.0681494	-89.4235718
181	way/108065751	yes	43.0750321	-89.4347888
182	way/108065753	yes	43.0747918	-89.433459
183	way/108065754	apartments	43.0742119	-89.4342116
184	way/108065761	yes	43.0751641	-89.4352226
185	way/108065768	office	43.0727782	-89.4326677
186	way/108065778	yes	43.0756439	-89.4334077
187	way/108065781	yes	43.0753524	-89.4360416
188	way/108065782	yes	43.0755513	-89.4362127
189	way/139958463	university	43.0720205	-89.4049046
190	way/139958467	university	43.0716787	-89.4042794
191	way/146240050	yes	43.0725613	-89.4220652
192	way/152416590	apartments	43.0731945	-89.4238785
193	way/153060482	university	43.073134	-89.4048375
194	way/153060483	university	43.0731275	-89.4022328
195	way/153060489	university	43.0729169	-89.4003468
196	way/153063309	university	43.0726814	-89.406596
197	way/153063310	university	43.0730863	-89.4068031
198	way/153063312	university	43.0730798	-89.4072318
199	way/153063315	university	43.0728407	-89.4087824
200	way/153063316	apartments	43.0730692	-89.39893
201	way/153063317	commercial	43.0732304	-89.4095316
202	way/153640713	dormitory	43.0717547	-89.3992519
203	way/153640715	yes	43.0730361	-89.4028889
204	way/153640718	yes	43.0725405	-89.4028789
205	way/153640719	university	43.0711561	-89.4034093
206	way/153640720	university	43.07175	-89.4027159
207	way/153640722	apartments	43.0719396	-89.401687
208	way/153640723	apartments	43.0718114	-89.402302
209	way/153640724	apartments	43.0719371	-89.4014237
210	way/153640725	apartments	43.0717894	-89.402104
211	way/153640727	apartments	43.0722656	-89.4033815
212	way/153640730	apartments	43.0716887	-89.4022486
213	way/153660065	yes	43.0723626	-89.4086737
214	way/153660089	university	43.0708326	-89.4071331
215	way/153660095	university	43.0738463	-89.4151484
216	way/153660097	yes	43.0737236	-89.4162827
217	way/153660098	university	43.0738994	-89.4148803
218	way/153660099	university	43.071919	-89.4072467
219	way/158973590	university	43.0761464	-89.4050751
220	way/159529745	apartments	43.0695308	-89.4088445
221	way/159529770	apartments	43.0695154	-89.4080859
222	way/159529886	apartments	43.0692816	-89.4077801
223	way/159529890	apartments	43.0695192	-89.4080418
224	way/159530037	apartments	43.0695101	-89.4068261
225	way/159530351	yes	43.0700159	-89.4072128
226	way/159530353	apartments	43.0700841	-89.4065878
227	way/159530455	apartments	43.0698128	-89.4060539
228	way/159530602	apartments	43.0700464	-89.4068155
229	way/159530639	yes	43.0699547	-89.4070052
230	way/159530642	apartments	43.069848	-89.4072067
231	way/159531184	church	43.0731264	-89.4056004
232	way/171441058	university	43.0766751	-89.3980342
233	way/172980981	yes	43.0690893	-89.4055081
234	way/172980982	university	43.0686736	-89.4065135
235	way/172980983	university	43.0686724	-89.4071853
236	way/172980984	university	43.069066	-89.4072096
237	way/172980985	yes	43.0694689	-89.4055831
238	way/172992066	university	43.0747988	-89.4068003
239	way/173499562	university	43.0703078	-89.4070738
240	way/173500044	apartments	43.07207	-89.4060331
241	way/173506603	university	43.0745699	-89.411418
242	way/173508078	university	43.0744927	-89.412316
243	way/173708703	yes	43.074411	-89.42309
244	way/173709889	dormitory	43.0782137	-89.4186131
245	way/173710620	dormitory	43.078034	-89.4123325
246	way/173710621	dormitory	43.078206	-89.4113603
247	way/173996945	house	43.0712893	-89.4016592
248	way/174817939	yes	43.0744621	-89.3994235
249	way/174817940	retail	43.0744621	-89.3994235
250	way/174825275	yes	43.0784526	-89.4189719
251	way/175079855	yes	43.0784678	-89.4323932
252	way/175081814	yes	43.0754068	-89.4335338
253	way/175081815	yes	43.0755925	-89.4337117
254	way/175087841	apartments	43.0715239	-89.4023247
255	way/175120306	yes	43.0774711	-89.4253243
256	way/175121416	yes	43.0776121	-89.4270648
257	way/175151219	yes	43.0695255	-89.3976233
258	way/175344876	university	43.0689528	-89.4132403
259	way/175346220	university	43.0689475	-89.4123337
260	way/175346221	university	43.0690589	-89.4120985
261	way/184043448	school	43.0685127	-89.4177499
262	way/184043463	retail	43.0683089	-89.4236767
263	way/193490363	university	43.0738785	-89.4142877
264	way/193492268	university	43.0713911	-89.3988166
265	way/193571969	dormitory	43.077839	-89.4138772
266	way/212098534	apartments	43.0699515	-89.4021072
267	way/212101260	apartments	43.0700292	-89.4025238
268	way/212101261	apartments	43.0694175	-89.401604
269	way/212101262	apartments	43.0696399	-89.4025385
270	way/212101263	apartments	43.0700179	-89.4029294
271	way/212101264	apartments	43.0694641	-89.4029462
272	way/212101265	apartments	43.0694596	-89.4025451
273	way/212104383	apartments	43.0696611	-89.4039213
274	way/212104384	apartments	43.0696203	-89.4035624
275	way/212104385	apartments	43.0694636	-89.4033251
276	way/212104386	apartments	43.0697605	-89.4033174
277	way/220136015	retail	43.0732103	-89.4340974
278	way/220682039	yes	43.072629	-89.4281351
279	way/220682040	yes	43.0732738	-89.4141055
280	way/241508513	apartments	43.0681156	-89.4108658
281	way/245021126	apartments	43.0695444	-89.4097714
282	way/265146746	house	43.0701495	-89.4088261
283	way/295035631	yes	43.0686951	-89.410735
284	way/295121858	university	43.0702992	-89.3986594
285	way/295143785	yes	43.0746923	-89.4176275
286	way/295143786	yes	43.0747127	-89.4176271
287	way/295143787	yes	43.0745961	-89.417614
288	way/295143788	yes	43.0745948	-89.4175206
289	way/295143789	yes	43.0746721	-89.4176275
290	way/295143790	yes	43.0747048	-89.4176576
291	way/295143791	yes	43.0746854	-89.417658
292	way/295143792	yes	43.0746497	-89.417654
293	way/295278461	yes	43.0729676	-89.4130692
294	way/295278462	yes	43.0728254	-89.4113498
295	way/295320000	apartments	43.0709058	-89.4083178
296	way/295320001	apartments	43.0721001	-89.4070274
297	way/295601556	university	43.0740479	-89.4015303
298	way/295708135	university	43.0737816	-89.3988991
299	way/295763904	apartments	43.0718062	-89.4060407
300	way/295767796	yes	43.07434	-89.405601
301	way/295767797	yes	43.0746436	-89.4053296
302	way/298732485	yes	43.0697074	-89.4045459
303	way/298732487	apartments	43.0694706	-89.4047297
304	way/298732488	apartments	43.0714995	-89.4059921
305	way/298732489	commercial	43.069384	-89.404362
306	way/298732493	apartments	43.0711778	-89.4031461
307	way/299173225	yes	43.080508	-89.4301959
308	way/299403521	yes	43.0768354	-89.4276535
309	way/299403522	university	43.074916	-89.4228953
310	way/299403523	yes	43.0744089	-89.4225949
311	way/299558319	yes	43.0728226	-89.4147415
312	way/299558320	yes	43.0732364	-89.4158715
313	way/299558321	yes	43.0735104	-89.4182384
314	way/299558322	yes	43.073552	-89.4179639
315	way/299558323	yes	43.0735255	-89.4180983
316	way/299558324	yes	43.0738866	-89.4180433
317	way/299558325	house	43.0729829	-89.4143115
318	way/299558326	house	43.0729747	-89.4152936
319	way/299558327	house	43.0727294	-89.4143096
320	way/299558328	house	43.0726835	-89.4153327
321	way/299558329	house	43.0731432	-89.4153174
322	way/299564555	commercial	43.0682324	-89.4083631
323	way/299564556	apartments	43.0684318	-89.4076417
324	way/299564557	apartments	43.0688646	-89.4080665
325	way/299564559	apartments	43.0687383	-89.4086181
326	way/299564560	apartments	43.0682973	-89.4080422
327	way/299564561	yes	43.0683288	-89.4096382
328	way/299564562	yes	43.0681485	-89.4068836
329	way/299564563	apartments	43.0684136	-89.4086289
330	way/299564565	apartments	43.0688746	-89.4075186
331	way/299564566	retail	43.0681023	-89.4088528
332	way/299564567	apartments	43.0686693	-89.4086622
333	way/299564568	apartments	43.0684157	-89.4076101
334	way/310376487	commercial	43.0681978	-89.4023516
335	way/316613887	yes	43.0721953	-89.42964
336	way/317390355	yes	43.073842	-89.4359884
337	way/323929995	apartments	43.068725	-89.4034934
338	way/323929996	apartments	43.0684568	-89.4030717
339	way/323929997	apartments	43.0687184	-89.4030957
340	way/323929998	apartments	43.0684636	-89.4036183
341	way/323929999	apartments	43.0686901	-89.4022294
342	way/323930000	apartments	43.0691978	-89.4014114
343	way/323930001	apartments	43.0694651	-89.4049416
344	way/323930002	apartments	43.0689594	-89.4018479
345	way/323930003	yes	43.0689076	-89.4039254
346	way/323930004	yes	43.0681679	-89.402601
347	way/323930005	apartments	43.0692005	-89.4018419
348	way/323930006	yes	43.0681758	-89.4033229
349	way/323930009	apartments	43.0692487	-89.4039214
350	way/323930011	yes	43.0690124	-89.4036145
351	way/323930012	apartments	43.0682029	-89.4039149
352	way/323930013	yes	43.0692178	-89.4026363
353	way/323930014	office	43.0686831	-89.4048639
354	way/323930561	yes	43.0690118	-89.4022779
355	way/323930562	apartments	43.0685129	-89.40391
356	way/323930563	yes	43.0686232	-89.4039221
357	way/323930566	yes	43.0687143	-89.4039089
358	way/323930573	commercial	43.0681764	-89.4055767
359	way/328883252	residential	43.0683111	-89.4241002
360	way/328883253	residential	43.0683874	-89.4240892
361	way/328883254	residential	43.0686236	-89.4242094
362	way/338130757	apartments	43.0744452	-89.3988827
363	way/343102925	university	43.0688377	-89.406104
364	way/343102926	university	43.0688499	-89.4062336
365	way/343102927	university	43.0688517	-89.4063678
366	way/343600268	yes	43.0723985	-89.4289902
367	way/343600536	yes	43.0720053	-89.4272337
368	way/344411305	apartments	43.0701968	-89.4143142
369	way/345638659	apartments	43.0747987	-89.4359281
370	way/345638665	apartments	43.0735024	-89.4360699
371	way/345638666	retail	43.0737223	-89.4355392
372	way/345638667	yes	43.0731505	-89.4348782
373	way/345638669	yes	43.0732195	-89.4352842
374	way/345638672	yes	43.0731967	-89.4350786
375	way/345638675	retail	43.0732663	-89.4335989
376	way/345638677	apartments	43.0733507	-89.4353474
377	way/345638686	apartments	43.0731527	-89.4360629
378	way/345638687	apartments	43.0733164	-89.4360635
379	way/355219499	yes	43.0731402	-89.4241616
380	way/355219500	yes	43.0734538	-89.4185954
381	way/355219501	yes	43.072524	-89.4181738
382	way/355219502	apartments	43.0724517	-89.4298124
383	way/355219503	yes	43.0729636	-89.4193176
384	way/355219504	yes	43.0737608	-89.4188587
385	way/355219505	yes	43.0738757	-89.4182855
386	way/355219506	apartments	43.0734747	-89.419056
387	way/355219507	yes	43.0738166	-89.4187227
388	way/355219508	yes	43.0738359	-89.4184501
389	way/355219509	yes	43.0738676	-89.4183215
390	way/355219510	yes	43.0733185	-89.4184619
391	way/355219512	yes	43.0738161	-89.4185897
392	way/360719077	yes	43.0746018	-89.3987945
393	way/360719081	yes	43.0748259	-89.3982431
394	way/360724943	apartments	43.0730876	-89.4027961
395	way/362296944	house	43.0683964	-89.4323209
396	way/362296945	house	43.0696824	-89.4322086
397	way/362296946	house	43.0688858	-89.4320005
398	way/362296948	house	43.0708824	-89.4355731
399	way/362296951	house	43.0693528	-89.4317616
400	way/362296952	house	43.0684015	-89.4317262
401	way/362296953	house	43.0683978	-89.4334531
402	way/362296961	house	43.0692252	-89.4319958
403	way/362296964	house	43.0688637	-89.4326569
404	way/362296966	house	43.0684365	-89.4324964
405	way/362296968	house	43.0696871	-89.4319734
406	way/362296969	house	43.0708655	-89.4351067
407	way/362296970	house	43.070861	-89.4328068
408	way/362296971	house	43.06887	-89.4320423
409	way/362296972	house	43.0709004	-89.4317985
410	way/362296974	house	43.0692305	-89.4328259
411	way/362862233	commercial	43.0681959	-89.4283972
412	way/366245391	apartments	43.0723446	-89.4261739
413	way/366245392	apartments	43.0723163	-89.4268561
414	way/366245393	apartments	43.0724778	-89.4299253
415	way/367910182	residential	43.072017	-89.42431
416	way/369454453	apartments	43.0727732	-89.4224365
417	way/369454454	yes	43.0728018	-89.4249917
418	way/369454455	house	43.0733462	-89.4215343
419	way/369454456	yes	43.072531	-89.4198402
420	way/369454457	apartments	43.0732675	-89.4202698
421	way/369454458	apartments	43.0718286	-89.4256753
422	way/369454459	house	43.0705175	-89.4205246
423	way/369454460	apartments	43.073004	-89.4230734
424	way/369454461	yes	43.0728632	-89.4198665
425	way/369454462	apartments	43.0729719	-89.4226679
426	way/369454463	yes	43.0735667	-89.4196012
427	way/369454464	yes	43.0706767	-89.4201233
428	way/369454465	house	43.0717527	-89.4260348
429	way/369454466	apartments	43.0733112	-89.4194144
430	way/369454467	yes	43.0737223	-89.4204368
431	way/369454468	apartments	43.0721846	-89.4252816
432	way/369454469	apartments	43.0732489	-89.4232983
433	way/369454470	apartments	43.0722445	-89.4245524
434	way/369454471	yes	43.0729174	-89.4173782
435	way/369454472	yes	43.0737453	-89.4201149
436	way/369454473	yes	43.0727987	-89.4165982
437	way/369454474	apartments	43.0730117	-89.4220111
438	way/369454475	yes	43.0731467	-89.4207608
439	way/369454476	yes	43.0727556	-89.4205322
440	way/369454477	yes	43.0734992	-89.4206658
441	way/369454478	apartments	43.0718515	-89.4242682
442	way/369454479	yes	43.0723524	-89.4231737
443	way/369454480	yes	43.073715	-89.420737
444	way/369454481	apartments	43.0721994	-89.4251027
445	way/369454482	apartments	43.0734143	-89.4194702
446	way/369454483	yes	43.0734433	-89.4206463
447	way/369454484	yes	43.0723271	-89.4235501
448	way/369454485	apartments	43.0721789	-89.4253031
449	way/369454486	apartments	43.0722	-89.4247556
450	way/369454487	yes	43.0728779	-89.4174196
451	way/369454488	apartments	43.0734303	-89.4221006
452	way/369454489	apartments	43.0730871	-89.4207448
453	way/369454490	yes	43.0735371	-89.4200725
454	way/369454491	apartments	43.073497	-89.4198181
455	way/369454492	apartments	43.0717342	-89.4268653
456	way/369454493	yes	43.0727768	-89.4202923
457	way/369454494	yes	43.0717713	-89.4274406
458	way/369454495	house	43.0714914	-89.4147722
459	way/369454496	yes	43.0730925	-89.4179056
460	way/369454497	yes	43.0726479	-89.4213712
461	way/369454498	apartments	43.0734676	-89.4210142
462	way/369454499	yes	43.0726528	-89.4188268
463	way/369454500	apartments	43.0732129	-89.4202052
464	way/369454501	house	43.0719183	-89.4225855
465	way/369454502	yes	43.0723792	-89.4202212
466	way/369454503	yes	43.0725824	-89.4186731
467	way/369454504	apartments	43.0732539	-89.4199256
468	way/369454505	yes	43.0736859	-89.4196282
469	way/371673993	yes	43.0783787	-89.4254589
470	way/371674341	yes	43.07194	-89.4361074
471	way/371674342	yes	43.0718038	-89.4360873
472	way/371674343	apartments	43.0725546	-89.4360588
473	way/371674344	apartments	43.0726097	-89.4355514
474	way/371674345	apartments	43.0728406	-89.4360641
475	way/371674346	yes	43.0726051	-89.4349226
476	way/371674347	apartments	43.0727829	-89.4354727
477	way/371674351	apartments	43.0725612	-89.4336035
478	way/371674354	house	43.0724107	-89.4360264
479	way/371674356	house	43.0724971	-89.4342862
480	way/371674357	yes	43.072561	-89.433284
481	way/371674361	house	43.0720814	-89.4359696
482	way/371674363	apartments	43.0725408	-89.4344225
483	way/371674364	house	43.0716827	-89.4360946
484	way/371674365	yes	43.0728098	-89.4348612
485	way/371674366	detached	43.0724947	-89.4338866
486	way/371674369	apartments	43.0728828	-89.4335649
487	way/379470530	house	43.0708052	-89.4186375
488	way/382670809	yes	43.0711272	-89.4093517
489	way/387711098	house	43.0694279	-89.4248769
490	way/387711100	house	43.0694279	-89.4245621
491	way/387711101	yes	43.0684172	-89.4245199
492	way/387711103	yes	43.0684071	-89.4243214
493	way/387711104	yes	43.0691624	-89.4242082
494	way/387711105	house	43.0685975	-89.4243724
495	way/387711106	apartments	43.0682258	-89.4250002
496	way/387711107	house	43.0681431	-89.4254371
497	way/387711109	yes	43.0682496	-89.4250921
498	way/387711110	yes	43.0683316	-89.4245908
499	way/387711112	yes	43.0691923	-89.4241069
500	way/387711113	house	43.0689865	-89.4253506
501	way/387711114	yes	43.0683956	-89.4247866
502	way/387711115	yes	43.0692912	-89.4240961
503	way/387711117	yes	43.0691524	-89.4245659
504	way/387711118	house	43.0689929	-89.4249724
505	way/387711119	yes	43.0684897	-89.4246701
506	way/387711120	house	43.068989	-89.4243191
507	way/387711122	yes	43.0691567	-89.4246771
508	way/387711123	house	43.0689848	-89.4247286
509	way/387711124	house	43.0686277	-89.4247459
510	way/387711125	yes	43.0684827	-89.4249982
511	way/387711126	apartments	43.0690343	-89.4240751
512	way/387711127	house	43.0689957	-89.4245289
513	way/387711128	yes	43.0682319	-89.4245922
514	way/387711129	yes	43.0692101	-89.4243437
515	way/387711130	house	43.0694265	-89.4242911
516	way/387711131	house	43.0686508	-89.4251767
517	way/387711132	house	43.0691752	-89.4253587
518	way/387711133	house	43.0686179	-89.4245561
519	way/387711134	house	43.0684467	-89.4234658
520	way/387711135	house	43.0685883	-89.4253862
521	way/387711136	house	43.0694308	-89.4253545
522	way/387711137	house	43.0694287	-89.424102
523	way/387711138	house	43.0686267	-89.4249261
524	way/391315358	yes	43.0747196	-89.4331542
525	way/391316022	yes	43.0777426	-89.4295596
526	way/410688248	house	43.0717053	-89.4352064
527	way/410688256	house	43.070064	-89.4348495
528	way/410688260	house	43.0708928	-89.4350734
529	way/410688261	house	43.0717302	-89.4350687
530	way/410688287	house	43.0721666	-89.4346597
531	way/412585896	university	43.0736476	-89.4112186
532	way/412588609	house	43.0720008	-89.4022167
533	way/414211342	apartments	43.0721844	-89.4295922
534	way/414211497	apartments	43.0720486	-89.4290776
535	way/414266095	retail	43.0719771	-89.4284958
536	way/422307101	yes	43.069863	-89.4143437
537	way/422307103	yes	43.0719942	-89.4147435
538	way/422307104	apartments	43.0689464	-89.414677
539	way/422307105	yes	43.0721691	-89.4146327
540	way/422307106	yes	43.0706762	-89.414257
541	way/422307107	yes	43.0723293	-89.4147445
542	way/422307108	yes	43.0712302	-89.4143163
543	way/422307111	yes	43.0705879	-89.4142263
544	way/422307112	yes	43.069213	-89.4142398
545	way/422307113	house	43.0681083	-89.416219
546	way/422307115	yes	43.0697743	-89.4147378
547	way/422307116	yes	43.0718199	-89.414411
548	way/422307117	yes	43.0720031	-89.4142793
549	way/422307118	yes	43.0721328	-89.41428
550	way/422307120	yes	43.069134	-89.4145019
551	way/422307121	yes	43.0714853	-89.4143068
552	way/422307122	yes	43.0705448	-89.414807
553	way/422307123	yes	43.0682048	-89.4161265
554	way/422307124	yes	43.0689635	-89.4146273
555	way/422307125	yes	43.0685021	-89.4141854
556	way/422307127	yes	43.0701769	-89.4143551
557	way/422307129	yes	43.0707975	-89.4147943
558	way/422307131	yes	43.0728024	-89.4144255
559	way/422307134	yes	43.0683963	-89.4147876
560	way/422307135	yes	43.0705742	-89.4146327
561	way/422307136	yes	43.0682562	-89.4142525
562	way/422307137	yes	43.0711248	-89.4147713
563	way/422307138	yes	43.0682219	-89.4142512
564	way/422307140	house	43.0685276	-89.4165801
565	way/422307141	apartments	43.0725997	-89.4143075
566	way/422307142	house	43.068366	-89.4165431
567	way/422307143	house	43.0685276	-89.4164016
568	way/422307144	yes	43.0699795	-89.4143564
569	way/422307147	yes	43.070897	-89.4145281
570	way/422307149	yes	43.0708984	-89.414797
571	way/422307151	yes	43.0682777	-89.4145053
572	way/422307152	yes	43.0681763	-89.4145174
573	way/422307153	apartments	43.0682469	-89.4165545
574	way/422307154	yes	43.0702062	-89.4147485
575	way/422307156	yes	43.0701803	-89.414504
576	way/422307157	yes	43.0681278	-89.4144268
577	way/422307158	yes	43.0712389	-89.4147749
578	way/422307159	yes	43.0696395	-89.4147534
579	way/422307160	yes	43.0682376	-89.4144255
580	way/422307161	house	43.0680916	-89.4156399
581	way/422307162	yes	43.071016	-89.4147708
582	way/422307164	yes	43.0724493	-89.4143196
583	way/422307165	yes	43.0698683	-89.4147562
584	way/422307167	yes	43.0695386	-89.4147306
585	way/422307168	yes	43.0692882	-89.4147189
